feature_name,event_name,aggregation_type,aggregation_field,price_per_unit
OpenAI-modeling-completion-gpt-4-completionTokens,OpenAI-modeling-completion-gpt-4,SUM,completionTokens,60
OpenAI-knowledge-base-gpt-4-completionTokens,OpenAI-knowledge-base-gpt-4,SUM,completionTokens,60
OpenAI-modeling-gpt-4-0613-promptTokens,OpenAI-modeling-gpt-4-0613,SUM,promptTokens,30
OpenAI-voicemail-detection-gpt-4-0613-promptTokens,OpenAI-voicemail-detection-gpt-4-0613,SUM,promptTokens,30
OpenAI-modeling-completion-gpt-4-0613-promptTokens,OpenAI-modeling-completion-gpt-4-0613,SUM,promptTokens,30
OpenAI-knowledge-base-gpt-4-0613-promptTokens,OpenAI-knowledge-base-gpt-4-0613,SUM,promptTokens,30
OpenAI-modeling-gpt-4-0613-completionTokens,OpenAI-modeling-gpt-4-0613,SUM,completionTokens,60
OpenAI-voicemail-detection-gpt-4-0613-completionTokens,OpenAI-voicemail-detection-gpt-4-0613,SUM,completionTokens,60
OpenAI-modeling-completion-gpt-4-0613-completionTokens,OpenAI-modeling-completion-gpt-4-0613,SUM,completionTokens,60
OpenAI-knowledge-base-gpt-4-0613-completionTokens,OpenAI-knowledge-base-gpt-4-0613,SUM,completionTokens,60
OpenAI-modeling-gpt-3.5-turbo-promptTokens,OpenAI-modeling-gpt-3.5-turbo,SUM,promptTokens,0.5
OpenAI-voicemail-detection-gpt-3.5-turbo-promptTokens,OpenAI-voicemail-detection-gpt-3.5-turbo,SUM,promptTokens,0.5
OpenAI-modeling-completion-gpt-3.5-turbo-promptTokens,OpenAI-modeling-completion-gpt-3.5-turbo,SUM,promptTokens,0.5
OpenAI-knowledge-base-gpt-3.5-turbo-promptTokens,OpenAI-knowledge-base-gpt-3.5-turbo,SUM,promptTokens,0.5
OpenAI-modeling-gpt-3.5-turbo-completionTokens,OpenAI-modeling-gpt-3.5-turbo,SUM,completionTokens,1.5
OpenAI-voicemail-detection-gpt-3.5-turbo-completionTokens,OpenAI-voicemail-detection-gpt-3.5-turbo,SUM,completionTokens,1.5
OpenAI-modeling-completion-gpt-3.5-turbo-completionTokens,OpenAI-modeling-completion-gpt-3.5-turbo,SUM,completionTokens,1.5
OpenAI-knowledge-base-gpt-3.5-turbo-completionTokens,OpenAI-knowledge-base-gpt-3.5-turbo,SUM,completionTokens,1.5
OpenAI-modeling-gpt-3.5-turbo-0125-promptTokens,OpenAI-modeling-gpt-3.5-turbo-0125,SUM,promptTokens,0.5
OpenAI-voicemail-detection-gpt-3.5-turbo-0125-promptTokens,OpenAI-voicemail-detection-gpt-3.5-turbo-0125,SUM,promptTokens,0.5
OpenAI-modeling-completion-gpt-3.5-turbo-0125-promptTokens,OpenAI-modeling-completion-gpt-3.5-turbo-0125,SUM,promptTokens,0.5
OpenAI-knowledge-base-gpt-3.5-turbo-0125-promptTokens,OpenAI-knowledge-base-gpt-3.5-turbo-0125,SUM,promptTokens,0.5
OpenAI-modeling-gpt-3.5-turbo-0125-completionTokens,OpenAI-modeling-gpt-3.5-turbo-0125,SUM,completionTokens,1.5
OpenAI-voicemail-detection-gpt-3.5-turbo-0125-completionTokens,OpenAI-voicemail-detection-gpt-3.5-turbo-0125,SUM,completionTokens,1.5
OpenAI-modeling-completion-gpt-3.5-turbo-0125-completionTokens,OpenAI-modeling-completion-gpt-3.5-turbo-0125,SUM,completionTokens,1.5
OpenAI-knowledge-base-gpt-3.5-turbo-0125-completionTokens,OpenAI-knowledge-base-gpt-3.5-turbo-0125,SUM,completionTokens,1.5
OpenAI-modeling-gpt-3.5-turbo-1106-promptTokens,OpenAI-modeling-gpt-3.5-turbo-1106,SUM,promptTokens,1
OpenAI-voicemail-detection-gpt-3.5-turbo-1106-promptTokens,OpenAI-voicemail-detection-gpt-3.5-turbo-1106,SUM,promptTokens,1
OpenAI-modeling-completion-gpt-3.5-turbo-1106-promptTokens,OpenAI-modeling-completion-gpt-3.5-turbo-1106,SUM,promptTokens,1
OpenAI-knowledge-base-gpt-3.5-turbo-1106-promptTokens,OpenAI-knowledge-base-gpt-3.5-turbo-1106,SUM,promptTokens,1
OpenAI-modeling-gpt-3.5-turbo-1106-completionTokens,OpenAI-modeling-gpt-3.5-turbo-1106,SUM,completionTokens,2
OpenAI-voicemail-detection-gpt-3.5-turbo-1106-completionTokens,OpenAI-voicemail-detection-gpt-3.5-turbo-1106,SUM,completionTokens,2
OpenAI-modeling-completion-gpt-3.5-turbo-1106-completionTokens,OpenAI-modeling-completion-gpt-3.5-turbo-1106,SUM,completionTokens,2
OpenAI-knowledge-base-gpt-3.5-turbo-1106-completionTokens,OpenAI-knowledge-base-gpt-3.5-turbo-1106,SUM,completionTokens,2
OpenAI-modeling-gpt-4-realtime-preview-2024-10-01-promptTokens,OpenAI-modeling-gpt-4-realtime-preview-2024-10-01,SUM,promptTokens,100
OpenAI-voicemail-detection-gpt-4-realtime-preview-2024-10-01-promptTokens,OpenAI-voicemail-detection-gpt-4-realtime-preview-2024-10-01,SUM,promptTokens,100
OpenAI-modeling-completion-gpt-4-realtime-preview-2024-10-01-promptTokens,OpenAI-modeling-completion-gpt-4-realtime-preview-2024-10-01,SUM,promptTokens,100
OpenAI-knowledge-base-gpt-4-realtime-preview-2024-10-01-promptTokens,OpenAI-knowledge-base-gpt-4-realtime-preview-2024-10-01,SUM,promptTokens,100
OpenAI-modeling-gpt-4-realtime-preview-2024-10-01-completionTokens,OpenAI-modeling-gpt-4-realtime-preview-2024-10-01,SUM,completionTokens,200
OpenAI-voicemail-detection-gpt-4-realtime-preview-2024-10-01-completionTokens,OpenAI-voicemail-detection-gpt-4-realtime-preview-2024-10-01,SUM,completionTokens,200
OpenAI-modeling-completion-gpt-4-realtime-preview-2024-10-01-completionTokens,OpenAI-modeling-completion-gpt-4-realtime-preview-2024-10-01,SUM,completionTokens,200
OpenAI-knowledge-base-gpt-4-realtime-preview-2024-10-01-completionTokens,OpenAI-knowledge-base-gpt-4-realtime-preview-2024-10-01,SUM,completionTokens,200
OpenAI-modeling-gpt-4-realtime-preview-2024-12-17-promptTokens,OpenAI-modeling-gpt-4-realtime-preview-2024-12-17,SUM,promptTokens,40
OpenAI-voicemail-detection-gpt-4-realtime-preview-2024-12-17-promptTokens,OpenAI-voicemail-detection-gpt-4-realtime-preview-2024-12-17,SUM,promptTokens,40
OpenAI-modeling-completion-gpt-4-realtime-preview-2024-12-17-promptTokens,OpenAI-modeling-completion-gpt-4-realtime-preview-2024-12-17,SUM,promptTokens,40
OpenAI-knowledge-base-gpt-4-realtime-preview-2024-12-17-promptTokens,OpenAI-knowledge-base-gpt-4-realtime-preview-2024-12-17,SUM,promptTokens,40
OpenAI-modeling-gpt-4-realtime-preview-2024-12-17-completionTokens,OpenAI-modeling-gpt-4-realtime-preview-2024-12-17,SUM,completionTokens,80
OpenAI-voicemail-detection-gpt-4-realtime-preview-2024-12-17-completionTokens,OpenAI-voicemail-detection-gpt-4-realtime-preview-2024-12-17,SUM,completionTokens,80
OpenAI-modeling-completion-gpt-4-realtime-preview-2024-12-17-completionTokens,OpenAI-modeling-completion-gpt-4-realtime-preview-2024-12-17,SUM,completionTokens,80
OpenAI-knowledge-base-gpt-4-realtime-preview-2024-12-17-completionTokens,OpenAI-knowledge-base-gpt-4-realtime-preview-2024-12-17,SUM,completionTokens,80
OpenAI-modeling-gpt-4o-mini-realtime-promptTokens,OpenAI-modeling-gpt-4o-mini-realtime,SUM,promptTokens,10
OpenAI-voicemail-detection-gpt-4o-mini-realtime-promptTokens,OpenAI-voicemail-detection-gpt-4o-mini-realtime,SUM,promptTokens,10
OpenAI-modeling-completion-gpt-4o-mini-realtime-promptTokens,OpenAI-modeling-completion-gpt-4o-mini-realtime,SUM,promptTokens,10
OpenAI-knowledge-base-gpt-4o-mini-realtime-promptTokens,OpenAI-knowledge-base-gpt-4o-mini-realtime,SUM,promptTokens,10
OpenAI-modeling-gpt-4o-mini-realtime-completionTokens,OpenAI-modeling-gpt-4o-mini-realtime,SUM,completionTokens,20
OpenAI-voicemail-detection-gpt-4o-mini-realtime-completionTokens,OpenAI-voicemail-detection-gpt-4o-mini-realtime,SUM,completionTokens,20
OpenAI-modeling-completion-gpt-4o-mini-realtime-completionTokens,OpenAI-modeling-completion-gpt-4o-mini-realtime,SUM,completionTokens,20
OpenAI-knowledge-base-gpt-4o-mini-realtime-completionTokens,OpenAI-knowledge-base-gpt-4o-mini-realtime,SUM,completionTokens,20
OpenAI-modeling-gpt-4o-mini-realtime-preview-promptTokens,OpenAI-modeling-gpt-4o-mini-realtime-preview,SUM,promptTokens,10
OpenAI-voicemail-detection-gpt-4o-mini-realtime-preview-promptTokens,OpenAI-voicemail-detection-gpt-4o-mini-realtime-preview,SUM,promptTokens,10
OpenAI-modeling-completion-gpt-4o-mini-realtime-preview-promptTokens,OpenAI-modeling-completion-gpt-4o-mini-realtime-preview,SUM,promptTokens,10
OpenAI-knowledge-base-gpt-4o-mini-realtime-preview-promptTokens,OpenAI-knowledge-base-gpt-4o-mini-realtime-preview,SUM,promptTokens,10
OpenAI-modeling-gpt-4o-mini-realtime-preview-completionTokens,OpenAI-modeling-gpt-4o-mini-realtime-preview,SUM,completionTokens,20
OpenAI-voicemail-detection-gpt-4o-mini-realtime-preview-completionTokens,OpenAI-voicemail-detection-gpt-4o-mini-realtime-preview,SUM,completionTokens,20
OpenAI-modeling-completion-gpt-4o-mini-realtime-preview-completionTokens,OpenAI-modeling-completion-gpt-4o-mini-realtime-preview,SUM,completionTokens,20
OpenAI-knowledge-base-gpt-4o-mini-realtime-preview-completionTokens,OpenAI-knowledge-base-gpt-4o-mini-realtime-preview,SUM,completionTokens,20
OpenAI-modeling-gpt-4o-mini-realtime-preview-2024-12-17-promptTokens,OpenAI-modeling-gpt-4o-mini-realtime-preview-2024-12-17,SUM,promptTokens,10
OpenAI-voicemail-detection-gpt-4o-mini-realtime-preview-2024-12-17-promptTokens,OpenAI-voicemail-detection-gpt-4o-mini-realtime-preview-2024-12-17,SUM,promptTokens,10
OpenAI-modeling-completion-gpt-4o-mini-realtime-preview-2024-12-17-promptTokens,OpenAI-modeling-completion-gpt-4o-mini-realtime-preview-2024-12-17,SUM,promptTokens,10
OpenAI-knowledge-base-gpt-4o-mini-realtime-preview-2024-12-17-promptTokens,OpenAI-knowledge-base-gpt-4o-mini-realtime-preview-2024-12-17,SUM,promptTokens,10
OpenAI-modeling-gpt-4o-mini-realtime-preview-2024-12-17-completionTokens,OpenAI-modeling-gpt-4o-mini-realtime-preview-2024-12-17,SUM,completionTokens,20
OpenAI-voicemail-detection-gpt-4o-mini-realtime-preview-2024-12-17-completionTokens,OpenAI-voicemail-detection-gpt-4o-mini-realtime-preview-2024-12-17,SUM,completionTokens,20
OpenAI-modeling-completion-gpt-4o-mini-realtime-preview-2024-12-17-completionTokens,OpenAI-modeling-completion-gpt-4o-mini-realtime-preview-2024-12-17,SUM,completionTokens,20
OpenAI-knowledge-base-gpt-4o-mini-realtime-preview-2024-12-17-completionTokens,OpenAI-knowledge-base-gpt-4o-mini-realtime-preview-2024-12-17,SUM,completionTokens,20
OpenAI-modeling-gpt-4o-realtime-promptTokens,OpenAI-modeling-gpt-4o-realtime,SUM,promptTokens,40
OpenAI-voicemail-detection-gpt-4o-realtime-promptTokens,OpenAI-voicemail-detection-gpt-4o-realtime,SUM,promptTokens,40
OpenAI-modeling-completion-gpt-4o-realtime-promptTokens,OpenAI-modeling-completion-gpt-4o-realtime,SUM,promptTokens,40
OpenAI-knowledge-base-gpt-4o-realtime-promptTokens,OpenAI-knowledge-base-gpt-4o-realtime,SUM,promptTokens,40
OpenAI-modeling-gpt-4o-realtime-completionTokens,OpenAI-modeling-gpt-4o-realtime,SUM,completionTokens,80
OpenAI-voicemail-detection-gpt-4o-realtime-completionTokens,OpenAI-voicemail-detection-gpt-4o-realtime,SUM,completionTokens,80
OpenAI-modeling-completion-gpt-4o-realtime-completionTokens,OpenAI-modeling-completion-gpt-4o-realtime,SUM,completionTokens,80
OpenAI-knowledge-base-gpt-4o-realtime-completionTokens,OpenAI-knowledge-base-gpt-4o-realtime,SUM,completionTokens,80
OpenAI-modeling-gpt-4o-realtime-preview-promptTokens,OpenAI-modeling-gpt-4o-realtime-preview,SUM,promptTokens,40
OpenAI-voicemail-detection-gpt-4o-realtime-preview-promptTokens,OpenAI-voicemail-detection-gpt-4o-realtime-preview,SUM,promptTokens,40
OpenAI-modeling-completion-gpt-4o-realtime-preview-promptTokens,OpenAI-modeling-completion-gpt-4o-realtime-preview,SUM,promptTokens,40
OpenAI-knowledge-base-gpt-4o-realtime-preview-promptTokens,OpenAI-knowledge-base-gpt-4o-realtime-preview,SUM,promptTokens,40
OpenAI-modeling-gpt-4o-realtime-preview-completionTokens,OpenAI-modeling-gpt-4o-realtime-preview,SUM,completionTokens,80
OpenAI-voicemail-detection-gpt-4o-realtime-preview-completionTokens,OpenAI-voicemail-detection-gpt-4o-realtime-preview,SUM,completionTokens,80
OpenAI-modeling-completion-gpt-4o-realtime-preview-completionTokens,OpenAI-modeling-completion-gpt-4o-realtime-preview,SUM,completionTokens,80
OpenAI-knowledge-base-gpt-4o-realtime-preview-completionTokens,OpenAI-knowledge-base-gpt-4o-realtime-preview,SUM,completionTokens,80
OpenAI-modeling-gpt-4o-realtime-preview-2024-10-01-promptTokens,OpenAI-modeling-gpt-4o-realtime-preview-2024-10-01,SUM,promptTokens,100
OpenAI-voicemail-detection-gpt-4o-realtime-preview-2024-10-01-promptTokens,OpenAI-voicemail-detection-gpt-4o-realtime-preview-2024-10-01,SUM,promptTokens,100
OpenAI-modeling-completion-gpt-4o-realtime-preview-2024-10-01-promptTokens,OpenAI-modeling-completion-gpt-4o-realtime-preview-2024-10-01,SUM,promptTokens,100
OpenAI-knowledge-base-gpt-4o-realtime-preview-2024-10-01-promptTokens,OpenAI-knowledge-base-gpt-4o-realtime-preview-2024-10-01,SUM,promptTokens,100
OpenAI-modeling-gpt-4o-realtime-preview-2024-10-01-completionTokens,OpenAI-modeling-gpt-4o-realtime-preview-2024-10-01,SUM,completionTokens,200
OpenAI-voicemail-detection-gpt-4o-realtime-preview-2024-10-01-completionTokens,OpenAI-voicemail-detection-gpt-4o-realtime-preview-2024-10-01,SUM,completionTokens,200
OpenAI-modeling-completion-gpt-4o-realtime-preview-2024-10-01-completionTokens,OpenAI-modeling-completion-gpt-4o-realtime-preview-2024-10-01,SUM,completionTokens,200
OpenAI-knowledge-base-gpt-4o-realtime-preview-2024-10-01-completionTokens,OpenAI-knowledge-base-gpt-4o-realtime-preview-2024-10-01,SUM,completionTokens,200
OpenAI-modeling-gpt-4o-realtime-preview-2024-12-17-promptTokens,OpenAI-modeling-gpt-4o-realtime-preview-2024-12-17,SUM,promptTokens,40
OpenAI-voicemail-detection-gpt-4o-realtime-preview-2024-12-17-promptTokens,OpenAI-voicemail-detection-gpt-4o-realtime-preview-2024-12-17,SUM,promptTokens,40
OpenAI-modeling-completion-gpt-4o-realtime-preview-2024-12-17-promptTokens,OpenAI-modeling-completion-gpt-4o-realtime-preview-2024-12-17,SUM,promptTokens,40
OpenAI-knowledge-base-gpt-4o-realtime-preview-2024-12-17-promptTokens,OpenAI-knowledge-base-gpt-4o-realtime-preview-2024-12-17,SUM,promptTokens,40
OpenAI-modeling-gpt-4o-realtime-preview-2024-12-17-completionTokens,OpenAI-modeling-gpt-4o-realtime-preview-2024-12-17,SUM,completionTokens,80
OpenAI-voicemail-detection-gpt-4o-realtime-preview-2024-12-17-completionTokens,OpenAI-voicemail-detection-gpt-4o-realtime-preview-2024-12-17,SUM,completionTokens,80
OpenAI-modeling-completion-gpt-4o-realtime-preview-2024-12-17-completionTokens,OpenAI-modeling-completion-gpt-4o-realtime-preview-2024-12-17,SUM,completionTokens,80
OpenAI-knowledge-base-gpt-4o-realtime-preview-2024-12-17-completionTokens,OpenAI-knowledge-base-gpt-4o-realtime-preview-2024-12-17,SUM,completionTokens,80
OpenAI-modeling-gpt-realtime-2025-08-28-promptTokens,OpenAI-modeling-gpt-realtime-2025-08-28,SUM,promptTokens,32
OpenAI-voicemail-detection-gpt-realtime-2025-08-28-promptTokens,OpenAI-voicemail-detection-gpt-realtime-2025-08-28,SUM,promptTokens,32
OpenAI-modeling-completion-gpt-realtime-2025-08-28-promptTokens,OpenAI-modeling-completion-gpt-realtime-2025-08-28,SUM,promptTokens,32
OpenAI-knowledge-base-gpt-realtime-2025-08-28-promptTokens,OpenAI-knowledge-base-gpt-realtime-2025-08-28,SUM,promptTokens,32
OpenAI-modeling-gpt-realtime-2025-08-28-completionTokens,OpenAI-modeling-gpt-realtime-2025-08-28,SUM,completionTokens,64
OpenAI-voicemail-detection-gpt-realtime-2025-08-28-completionTokens,OpenAI-voicemail-detection-gpt-realtime-2025-08-28,SUM,completionTokens,64
OpenAI-modeling-completion-gpt-realtime-2025-08-28-completionTokens,OpenAI-modeling-completion-gpt-realtime-2025-08-28,SUM,completionTokens,64
OpenAI-knowledge-base-gpt-realtime-2025-08-28-completionTokens,OpenAI-knowledge-base-gpt-realtime-2025-08-28,SUM,completionTokens,64
OpenAI-modeling-gpt-realtime-2025-08-28-cachedPromptTokens,OpenAI-modeling-gpt-realtime-2025-08-28,SUM,cachedPromptTokens,0.4
OpenAI-voicemail-detection-gpt-realtime-2025-08-28-cachedPromptTokens,OpenAI-voicemail-detection-gpt-realtime-2025-08-28,SUM,cachedPromptTokens,0.4
OpenAI-modeling-completion-gpt-realtime-2025-08-28-cachedPromptTokens,OpenAI-modeling-completion-gpt-realtime-2025-08-28,SUM,cachedPromptTokens,0.4
OpenAI-knowledge-base-gpt-realtime-2025-08-28-cachedPromptTokens,OpenAI-knowledge-base-gpt-realtime-2025-08-28,SUM,cachedPromptTokens,0.4
Anthropic-modeling-claude-3-7-sonnet-20250219-promptTokens,Anthropic-modeling-claude-3-7-sonnet-20250219,SUM,promptTokens,3
Anthropic-voicemail-detection-claude-3-7-sonnet-20250219-promptTokens,Anthropic-voicemail-detection-claude-3-7-sonnet-20250219,SUM,promptTokens,3
Anthropic-modeling-completion-claude-3-7-sonnet-20250219-promptTokens,Anthropic-modeling-completion-claude-3-7-sonnet-20250219,SUM,promptTokens,3
Anthropic-knowledge-base-claude-3-7-sonnet-20250219-promptTokens,Anthropic-knowledge-base-claude-3-7-sonnet-20250219,SUM,promptTokens,3
Anthropic-modeling-claude-3-7-sonnet-20250219-completionTokens,Anthropic-modeling-claude-3-7-sonnet-20250219,SUM,completionTokens,15
Anthropic-voicemail-detection-claude-3-7-sonnet-20250219-completionTokens,Anthropic-voicemail-detection-claude-3-7-sonnet-20250219,SUM,completionTokens,15
Anthropic-modeling-completion-claude-3-7-sonnet-20250219-completionTokens,Anthropic-modeling-completion-claude-3-7-sonnet-20250219,SUM,completionTokens,15
Anthropic-knowledge-base-claude-3-7-sonnet-20250219-completionTokens,Anthropic-knowledge-base-claude-3-7-sonnet-20250219,SUM,completionTokens,15
Anthropic-modeling-claude-3-7-sonnet-20250219-cacheCreationInputTokens,Anthropic-modeling-claude-3-7-sonnet-20250219,SUM,cacheCreationInputTokens,3.75
Anthropic-voicemail-detection-claude-3-7-sonnet-20250219-cacheCreationInputTokens,Anthropic-voicemail-detection-claude-3-7-sonnet-20250219,SUM,cacheCreationInputTokens,3.75
Anthropic-modeling-completion-claude-3-7-sonnet-20250219-cacheCreationInputTokens,Anthropic-modeling-completion-claude-3-7-sonnet-20250219,SUM,cacheCreationInputTokens,3.75
Anthropic-knowledge-base-claude-3-7-sonnet-20250219-cacheCreationInputTokens,Anthropic-knowledge-base-claude-3-7-sonnet-20250219,SUM,cacheCreationInputTokens,3.75
Anthropic-modeling-claude-3-7-sonnet-20250219-cacheReadInputTokens,Anthropic-modeling-claude-3-7-sonnet-20250219,SUM,cacheReadInputTokens,0.3
Anthropic-voicemail-detection-claude-3-7-sonnet-20250219-cacheReadInputTokens,Anthropic-voicemail-detection-claude-3-7-sonnet-20250219,SUM,cacheReadInputTokens,0.3
Anthropic-modeling-completion-claude-3-7-sonnet-20250219-cacheReadInputTokens,Anthropic-modeling-completion-claude-3-7-sonnet-20250219,SUM,cacheReadInputTokens,0.3
Anthropic-knowledge-base-claude-3-7-sonnet-20250219-cacheReadInputTokens,Anthropic-knowledge-base-claude-3-7-sonnet-20250219,SUM,cacheReadInputTokens,0.3
Anthropic-modeling-claude-3-opus-20240229-promptTokens,Anthropic-modeling-claude-3-opus-20240229,SUM,promptTokens,15
Anthropic-voicemail-detection-claude-3-opus-20240229-promptTokens,Anthropic-voicemail-detection-claude-3-opus-20240229,SUM,promptTokens,15
Anthropic-modeling-completion-claude-3-opus-20240229-promptTokens,Anthropic-modeling-completion-claude-3-opus-20240229,SUM,promptTokens,15
Anthropic-knowledge-base-claude-3-opus-20240229-promptTokens,Anthropic-knowledge-base-claude-3-opus-20240229,SUM,promptTokens,15
Anthropic-modeling-claude-3-opus-20240229-completionTokens,Anthropic-modeling-claude-3-opus-20240229,SUM,completionTokens,75
Anthropic-voicemail-detection-claude-3-opus-20240229-completionTokens,Anthropic-voicemail-detection-claude-3-opus-20240229,SUM,completionTokens,75
Anthropic-modeling-completion-claude-3-opus-20240229-completionTokens,Anthropic-modeling-completion-claude-3-opus-20240229,SUM,completionTokens,75
Anthropic-knowledge-base-claude-3-opus-20240229-completionTokens,Anthropic-knowledge-base-claude-3-opus-20240229,SUM,completionTokens,75
Anthropic-modeling-claude-3-opus-20240229-cacheCreationInputTokens,Anthropic-modeling-claude-3-opus-20240229,SUM,cacheCreationInputTokens,18.75
Anthropic-voicemail-detection-claude-3-opus-20240229-cacheCreationInputTokens,Anthropic-voicemail-detection-claude-3-opus-20240229,SUM,cacheCreationInputTokens,18.75
Anthropic-modeling-completion-claude-3-opus-20240229-cacheCreationInputTokens,Anthropic-modeling-completion-claude-3-opus-20240229,SUM,cacheCreationInputTokens,18.75
Anthropic-knowledge-base-claude-3-opus-20240229-cacheCreationInputTokens,Anthropic-knowledge-base-claude-3-opus-20240229,SUM,cacheCreationInputTokens,18.75
Anthropic-modeling-claude-3-opus-20240229-cacheReadInputTokens,Anthropic-modeling-claude-3-opus-20240229,SUM,cacheReadInputTokens,1.5
Anthropic-voicemail-detection-claude-3-opus-20240229-cacheReadInputTokens,Anthropic-voicemail-detection-claude-3-opus-20240229,SUM,cacheReadInputTokens,1.5
Anthropic-modeling-completion-claude-3-opus-20240229-cacheReadInputTokens,Anthropic-modeling-completion-claude-3-opus-20240229,SUM,cacheReadInputTokens,1.5
Anthropic-knowledge-base-claude-3-opus-20240229-cacheReadInputTokens,Anthropic-knowledge-base-claude-3-opus-20240229,SUM,cacheReadInputTokens,1.5
Anthropic-modeling-claude-3-sonnet-20240229-promptTokens,Anthropic-modeling-claude-3-sonnet-20240229,SUM,promptTokens,3
Anthropic-voicemail-detection-claude-3-sonnet-20240229-promptTokens,Anthropic-voicemail-detection-claude-3-sonnet-20240229,SUM,promptTokens,3
Anthropic-modeling-completion-claude-3-sonnet-20240229-promptTokens,Anthropic-modeling-completion-claude-3-sonnet-20240229,SUM,promptTokens,3
Anthropic-knowledge-base-claude-3-sonnet-20240229-promptTokens,Anthropic-knowledge-base-claude-3-sonnet-20240229,SUM,promptTokens,3
Anthropic-modeling-claude-3-sonnet-20240229-completionTokens,Anthropic-modeling-claude-3-sonnet-20240229,SUM,completionTokens,15
Anthropic-voicemail-detection-claude-3-sonnet-20240229-completionTokens,Anthropic-voicemail-detection-claude-3-sonnet-20240229,SUM,completionTokens,15
Anthropic-modeling-completion-claude-3-sonnet-20240229-completionTokens,Anthropic-modeling-completion-claude-3-sonnet-20240229,SUM,completionTokens,15
Anthropic-knowledge-base-claude-3-sonnet-20240229-completionTokens,Anthropic-knowledge-base-claude-3-sonnet-20240229,SUM,completionTokens,15
Anthropic-modeling-claude-3-haiku-20240307-promptTokens,Anthropic-modeling-claude-3-haiku-20240307,SUM,promptTokens,0.25
Anthropic-voicemail-detection-claude-3-haiku-20240307-promptTokens,Anthropic-voicemail-detection-claude-3-haiku-20240307,SUM,promptTokens,0.25
Anthropic-modeling-completion-claude-3-haiku-20240307-promptTokens,Anthropic-modeling-completion-claude-3-haiku-20240307,SUM,promptTokens,0.25
Anthropic-knowledge-base-claude-3-haiku-20240307-promptTokens,Anthropic-knowledge-base-claude-3-haiku-20240307,SUM,promptTokens,0.25
Anthropic-modeling-claude-3-haiku-20240307-completionTokens,Anthropic-modeling-claude-3-haiku-20240307,SUM,completionTokens,1.25
Anthropic-voicemail-detection-claude-3-haiku-20240307-completionTokens,Anthropic-voicemail-detection-claude-3-haiku-20240307,SUM,completionTokens,1.25
Anthropic-modeling-completion-claude-3-haiku-20240307-completionTokens,Anthropic-modeling-completion-claude-3-haiku-20240307,SUM,completionTokens,1.25
Anthropic-knowledge-base-claude-3-haiku-20240307-completionTokens,Anthropic-knowledge-base-claude-3-haiku-20240307,SUM,completionTokens,1.25
Anthropic-modeling-claude-3-haiku-20240307-cacheCreationInputTokens,Anthropic-modeling-claude-3-haiku-20240307,SUM,cacheCreationInputTokens,0.3
Anthropic-voicemail-detection-claude-3-haiku-20240307-cacheCreationInputTokens,Anthropic-voicemail-detection-claude-3-haiku-20240307,SUM,cacheCreationInputTokens,0.3
Anthropic-modeling-completion-claude-3-haiku-20240307-cacheCreationInputTokens,Anthropic-modeling-completion-claude-3-haiku-20240307,SUM,cacheCreationInputTokens,0.3
Anthropic-knowledge-base-claude-3-haiku-20240307-cacheCreationInputTokens,Anthropic-knowledge-base-claude-3-haiku-20240307,SUM,cacheCreationInputTokens,0.3
Anthropic-modeling-claude-3-haiku-20240307-cacheReadInputTokens,Anthropic-modeling-claude-3-haiku-20240307,SUM,cacheReadInputTokens,0.03
Anthropic-voicemail-detection-claude-3-haiku-20240307-cacheReadInputTokens,Anthropic-voicemail-detection-claude-3-haiku-20240307,SUM,cacheReadInputTokens,0.03
Anthropic-modeling-completion-claude-3-haiku-20240307-cacheReadInputTokens,Anthropic-modeling-completion-claude-3-haiku-20240307,SUM,cacheReadInputTokens,0.03
Anthropic-knowledge-base-claude-3-haiku-20240307-cacheReadInputTokens,Anthropic-knowledge-base-claude-3-haiku-20240307,SUM,cacheReadInputTokens,0.03
Anthropic-modeling-claude-3-5-sonnet-20240620-promptTokens,Anthropic-modeling-claude-3-5-sonnet-20240620,SUM,promptTokens,3
Anthropic-voicemail-detection-claude-3-5-sonnet-20240620-promptTokens,Anthropic-voicemail-detection-claude-3-5-sonnet-20240620,SUM,promptTokens,3
Anthropic-modeling-completion-claude-3-5-sonnet-20240620-promptTokens,Anthropic-modeling-completion-claude-3-5-sonnet-20240620,SUM,promptTokens,3
Anthropic-knowledge-base-claude-3-5-sonnet-20240620-promptTokens,Anthropic-knowledge-base-claude-3-5-sonnet-20240620,SUM,promptTokens,3
Anthropic-modeling-claude-3-5-sonnet-20240620-completionTokens,Anthropic-modeling-claude-3-5-sonnet-20240620,SUM,completionTokens,15
Anthropic-voicemail-detection-claude-3-5-sonnet-20240620-completionTokens,Anthropic-voicemail-detection-claude-3-5-sonnet-20240620,SUM,completionTokens,15
Anthropic-modeling-completion-claude-3-5-sonnet-20240620-completionTokens,Anthropic-modeling-completion-claude-3-5-sonnet-20240620,SUM,completionTokens,15
Anthropic-knowledge-base-claude-3-5-sonnet-20240620-completionTokens,Anthropic-knowledge-base-claude-3-5-sonnet-20240620,SUM,completionTokens,15
Anthropic-modeling-claude-3-5-sonnet-20240620-cacheCreationInputTokens,Anthropic-modeling-claude-3-5-sonnet-20240620,SUM,cacheCreationInputTokens,3.75
